6.691703274622026187e-01 6.728010975457656695e-01 6.686945676274944628e-01 6.744743662596498490e-01 6.633033499189200377e-01
6.838181289061958656e-01 6.772633416942669404e-01 6.839800443458979862e-01 6.786323127884575923e-01 6.862967942232263141e-01
6.881833677471209665e-01 6.871578830670306282e-01 6.858508869179600342e-01 6.779947609873736569e-01 6.812933985668944148e-01
6.892919998337051490e-01 6.893751472401989933e-01 6.892184035476718318e-01 6.838020263059416681e-01 6.844950173940763660e-01
6.918002799296019134e-01 6.915785535122850325e-01 6.926552106430154954e-01 6.850216906210586654e-01 6.892905157239678227e-01
6.873518936821828573e-01 6.936433807735480350e-01 6.876524390243902163e-01 6.888885808928497667e-01 6.897063103768485970e-01
6.930613489280913475e-01 6.911489585787337075e-01 6.936945676274944850e-01 6.929633684910811997e-01 6.910368532660670082e-01
6.951677498926012166e-01 6.951123182882720242e-01 6.936668514412417386e-01 6.905933389696607971e-01 6.910091336225415715e-01
7.005030418092875744e-01 6.999625836670777534e-01 6.962028824833702556e-01 6.893043755457304300e-01 6.963174453576527201e-01
6.925763223902108301e-01 6.977037457906625217e-01 6.994179600886918369e-01 6.958323515959584649e-01 6.935593408268769799e-01
